timestamp,ship_name,ship_latitude,ship_longitude,destination_latitude,destination_longitude,vts_name,vts_latitude,vts_longitude,bearing,distance_km,distance_correction,effective_distance
2024-06-05 08:59:45,Ship1,44.664127624951696,37.863309751807144,44.65662400096672,37.86568691179047,БРЛС Пенай,44.681143,37.879564,226.31055739506942,2.287300932046193,16.70486733784301,25.316427076078067
2024-06-05 08:59:45,Ship1,44.664127624951696,37.863309751807144,44.65662400096672,37.86568691179047,БРЛС Южная Озереевка,44.668781,37.655415,358.7177442656495,16.44909203569411,47.561588859442196,26.755392001473247
2024-06-05 08:59:45,Ship1,44.664127624951696,37.863309751807144,44.65662400096672,37.86568691179047,БРЛС Дооб,44.626849,37.909026,140.8049958957621,5.501187989333883,40.7170699354293,9.037424204081944
2024-06-05 08:59:45,Ship2,44.643879376893764,37.66306925670288,44.626849,37.909026,БРЛС Пенай,44.681143,37.879564,189.76619989539034,17.616455649927463,12.562634758264151,24.87404645030797
2024-06-05 08:59:45,Ship2,44.643879376893764,37.66306925670288,44.626849,37.909026,БРЛС Южная Озереевка,44.668781,37.655415,287.0863723581097,2.834349878180957,44.78230056025749,26.80145117335311
2024-06-05 08:59:45,Ship2,44.643879376893764,37.66306925670288,44.626849,37.909026,БРЛС Дооб,44.626849,37.909026,176.0390848407735,19.55335300518896,12.620436529613684,0.35678434583466684
2024-06-05 08:59:50,Ship1,44.664127624951696,37.863309751807144,44.65662400096672,37.86568691179047,БРЛС Пенай,44.681143,37.879564,226.31055739506942,2.287300932046193,16.70486733784301,25.316427076078067
2024-06-05 08:59:50,Ship1,44.664127624951696,37.863309751807144,44.65662400096672,37.86568691179047,БРЛС Южная Озереевка,44.668781,37.655415,358.7177442656495,16.44909203569411,47.561588859442196,26.755392001473247
2024-06-05 08:59:50,Ship1,44.664127624951696,37.863309751807144,44.65662400096672,37.86568691179047,БРЛС Дооб,44.626849,37.909026,140.8049958957621,5.501187989333883,40.7170699354293,9.037424204081944
2024-06-05 08:59:50,Ship2,44.643879376893764,37.66306925670288,44.626849,37.909026,БРЛС Пенай,44.681143,37.879564,189.76619989539034,17.616455649927463,12.562634758264151,24.87404645030797
2024-06-05 08:59:50,Ship2,44.643879376893764,37.66306925670288,44.626849,37.909026,БРЛС Южная Озереевка,44.668781,37.655415,287.0863723581097,2.834349878180957,44.78230056025749,26.80145117335311
2024-06-05 08:59:50,Ship2,44.643879376893764,37.66306925670288,44.626849,37.909026,БРЛС Дооб,44.626849,37.909026,176.0390848407735,19.55335300518896,12.620436529613684,0.35678434583466684
