timestamp,ship_name,ship_latitude,ship_longitude,destination_latitude,destination_longitude
2024-06-04 14:40:41,Ship2_test_trajectory1,44.643879376893764,37.66306925670288,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.64384740277737,37.66353103447729,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.64381542866097,37.66399281225169,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.643783454544575,37.6644545900261,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.64375148042818,37.6649163678005,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.64371950631178,37.665378145574905,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.643687532195386,37.66583992334931,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.64365555807899,37.666301701123714,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.643623583962594,37.66676347889812,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.6435916098462,37.66722525667252,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.6435596357298,37.66768703444693,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.643527661613405,37.66814881222133,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.64349568749701,37.66861058999574,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.64346371338061,37.66907236777014,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.643431739264216,37.669534145544546,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.64339976514782,37.66999592331895,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.64336779103142,37.670457701093355,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.64333581691503,37.67091947886776,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.64330384279863,37.671381256642164,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.643271868682234,37.67184303441657,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.64323989456584,37.67230481219097,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.64320792044944,37.67276658996538,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.643175946333045,37.67322836773978,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.64314397221665,37.673690145514186,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.64311199810025,37.67415192328859,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.643080023983856,37.674613701062995,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.64304804986746,37.6750754788374,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.64301607575106,37.675537256611804,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.64298410163467,37.67599903438621,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.64295212751827,37.67646081216061,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.642920153401874,37.67692258993502,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.64288817928548,37.67738436770942,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.64285620516908,37.67784614548383,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.642824231052685,37.67830792325823,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.64279225693629,37.678769701032635,44.626849,37.909026
2024-06-04 14:40:41,Ship2_test_trajectory1,44.64276028281989,37.67923147880704,44.626849,37.909026
